symbol,kind,relpath,line,snippet
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase03CarrierProjectionTransportTailTests.cs,1919,Processor.Memory = new MemorySubsystem(ref proc);
VectorALU,usage,HybridCPU_ISE.Tests/tests/Phase03CoreInterruptDispatchSeamTests.cs,43,VectorALU.ApplyBinary(
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase03DirectFactoryVectorFmaPublicationTailTests.cs,74,Processor.Memory = new MemorySubsystem(ref proc);
VMX,mention,HybridCPU_ISE.Tests/tests/Phase03InstructionRegistryPublishedDescriptorTests.cs,474,"Assert.Equal(InstructionClass.Vmx, info.InstructionClass);"
VMX,mention,HybridCPU_ISE.Tests/tests/Phase04DirectCompatRetireTransactionTests.cs,656,"Assert.Equal(RetireWindowCaptureEffectKind.Vmx, transaction.TypedEffectKind);"
VMX,mention,HybridCPU_ISE.Tests/tests/Phase04DirectCompatRetireTransactionTests.cs,680,"Assert.Equal(RetireWindowCaptureEffectKind.Vmx, transaction.TypedEffectKind);"
VMX,usage,HybridCPU_ISE.Tests/tests/Phase04ExecutionEngineTests.cs,2,"// Covers: MULH/MULHU/MULHSU/DIVU/REM/REMU, explicit unsupported direct Atomic/stream/VMX execute-surface rejection,"
VMX,mention,HybridCPU_ISE.Tests/tests/Phase04ExecutionEngineTests.cs,245,"Assert.Equal(InstructionClass.Vmx, InstructionClassifier.GetClass(op));"
VMX,usage,HybridCPU_ISE.Tests/tests/Phase04ExecutionEngineTests.cs,562,// 6. ExecutionDispatcherV4 вЂ” System / SmtVt / direct VMX surface contract
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase05AVectorScanSumExecutableTests.cs,264,"() => StreamEngine.Execute(ref core, in rawInstruction));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase05AVectorScanSumExecutableTests.cs,265,"Assert.Contains(""raw StreamEngine.Execute"", rawEx.Message, StringComparison.Ordinal);"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase05AVectorScanSumExecutableTests.cs,487,Processor.Memory = new MemorySubsystem(ref proc);
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase05BVectorSaturatingAddExecutableTests.cs,252,"() => StreamEngine.Execute(ref core, in rawInstruction));"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase05BVectorSaturatingAddExecutableTests.cs,494,Processor.Memory = new MemorySubsystem(ref proc);
VMX,usage,HybridCPU_ISE.Tests/tests/Phase05PipelineFsmTests.cs,372,// Direct VMX surface contract вЂ” ExecutionDispatcherV4 compatibility guard
VMX,mention,HybridCPU_ISE.Tests/tests/Phase05PipelineFsmTests.cs,382,"Class              = InstructionClass.Vmx,"
VMX,usage,HybridCPU_ISE.Tests/tests/Phase05PipelineFsmTests.cs,503,// Simulate a full VMX round-trip
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase05VectorZeroExtendVZextExecutableTests.cs,282,"() => StreamEngine.Execute(ref core, in rawInstruction));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase05VectorZeroExtendVZextExecutableTests.cs,283,"Assert.Contains(""raw StreamEngine.Execute"", rawEx.Message, StringComparison.Ordinal);"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase05VectorZeroExtendVZextExecutableTests.cs,462,Processor.Memory = new MemorySubsystem(ref proc);
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase08AtomicRetireSemanticsTests.cs,33,Processor.Memory = new MemorySubsystem(ref proc);
VMX,usage,HybridCPU_ISE.Tests/tests/Phase08CsrLayerTests.CounterCsrTests.cs,57,// 16. VMX CSR — Registration and Access
VMX,usage,HybridCPU_ISE.Tests/tests/Phase08CsrLayerTests.CsrCompletenessTests.cs,59,// VMX
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase08LoadStoreRetireSemanticsTests.cs,258,Processor.Memory = new MemorySubsystem(ref proc);
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09AtomicMemoryDefaultBindingSeamTests.cs,25,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09AtomicMemoryDefaultBindingSeamTests.cs,75,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09AtomicMemoryDefaultBindingSeamTests.cs,165,Processor.Memory = new MemorySubsystem(ref proc);
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09BurstIoDmaMainMemoryBindingSeamTests.cs,66,ulong completed = BurstIO.BurstRead(
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09BurstIoDmaMainMemoryBindingSeamTests.cs,23,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09DeferredMemoryBoundaryProofTests.cs,28,"() => BurstIO.BurstRead(0xFFC, buffer, elementCount: 2, elementSize: sizeof(uint), stride: sizeof(uint)));"
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09DeferredMemoryBoundaryProofTests.cs,30,"Assert.Contains(nameof(BurstIO.BurstRead), ex.Message, StringComparison.Ordinal);"
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09DeferredMemoryBoundaryProofTests.cs,43,"() => BurstIO.BurstWrite(0xFFC, buffer, elementCount: 2, elementSize: sizeof(uint), stride: 4));"
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09DeferredMemoryBoundaryProofTests.cs,45,"Assert.Contains(nameof(BurstIO.BurstWrite), ex.Message, StringComparison.Ordinal);"
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09DeferredMemoryBoundaryProofTests.cs,58,() => BurstIO.BurstRead2D(
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09DeferredMemoryBoundaryProofTests.cs,67,"Assert.Contains(nameof(BurstIO.BurstRead2D), ex.Message, StringComparison.Ordinal);"
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09DeferredMemoryBoundaryProofTests.cs,83,() => BurstIO.BurstGather(
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09DeferredMemoryBoundaryProofTests.cs,92,"Assert.Contains(nameof(BurstIO.BurstGather), ex.Message, StringComparison.Ordinal);"
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09DeferredMemoryBoundaryProofTests.cs,108,() => BurstIO.BurstScatter(
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09DeferredMemoryBoundaryProofTests.cs,117,"Assert.Contains(nameof(BurstIO.BurstScatter), ex.Message, StringComparison.Ordinal);"
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09DeferredMemoryBoundaryProofTests.cs,134,"ulong written = BurstIO.BurstWrite(0x200, buffer, elementCount: 8192, elementSize: 1, stride: 1);"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09DeferredMemoryBoundaryProofTests.cs,148,"MemorySubsystem.MemoryRequestToken token = Processor.Memory!.EnqueueRead(0, 0x2000, 4, buffer);"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09DeferredMemoryBoundaryProofTests.cs,562,Processor.Memory = new MemorySubsystem(ref proc);
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09DeferredMemoryBoundaryProofTests.cs,565,private static void AdvanceUntilComplete(MemorySubsystem.MemoryRequestToken token)
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09DirectStreamHelperBoundaryTests.cs,127,"if (lines[lineIndex].Contains(""StreamEngine.CaptureRetireWindowPublications("", StringComparison.Ordinal))"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09ExplicitPacketLoadRetireFollowThroughTests.cs,114,Processor.Memory = new MemorySubsystem(ref proc);
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09ExplicitPacketStoreRetireFollowThroughTests.cs,106,Processor.Memory = new MemorySubsystem(ref proc);
InstructionDecoder,mention,HybridCPU_ISE.Tests/tests/Phase09FallbackTrapPublicationProofTests.cs,171,private sealed class ThrowingDecoder : IDecoderFrontend
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09FetchStageMainMemoryBindingSeamTests.cs,29,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09FetchStageMainMemoryBindingSeamTests.cs,76,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09Lane6DscContractClosureTests.cs,206,"Assert.DoesNotContain(""StreamEngine.Execute("", projectionAndCarrierSource, StringComparison.Ordinal);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09Lane6DscContractClosureTests.cs,207,"Assert.DoesNotContain(""YAKSys_Hybrid_CPU.Execution.StreamEngine.Execute"", projectionAndCarrierSource, StringComparison.Ordinal);"
VectorALU,usage,HybridCPU_ISE.Tests/tests/Phase09Lane6DscContractClosureTests.cs,208,"Assert.DoesNotContain(""VectorALU."", projectionAndCarrierSource, StringComparison.Ordinal);"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09LegacyBudgetFreezeTests.cs,487,Processor.Memory = new MemorySubsystem(ref proc);
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09LegacyTerminologyQuarantineDocumentationTests.cs,143,"string failClosed = ReadRepoFile(""HybridCPU_ISE\\NonRTL\\Core\\Execution\\BurstIO\\AcceleratorRuntimeFailClosed.cs"");"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09LoadStoreMainMemoryBindingSeamTests.cs,18,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09LoadStoreMainMemoryBindingSeamTests.cs,59,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09LoadStoreMicroOpMemorySubsystemBindingSeamTests.cs,12,"/// read the <see cref=""MemorySubsystem""/> from the core-bound seam (D3-C)"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09LoadStoreMicroOpMemorySubsystemBindingSeamTests.cs,15,/// Pattern: seed MemorySubsystem → construct CPU_Core (captures) → swap global →
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09LoadStoreMicroOpMemorySubsystemBindingSeamTests.cs,26,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09LoadStoreMicroOpMemorySubsystemBindingSeamTests.cs,37,var seededSubsystem = new MemorySubsystem(ref proc);
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09LoadStoreMicroOpMemorySubsystemBindingSeamTests.cs,50,var replacementSubsystem = new MemorySubsystem(ref proc);
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09LoadStoreMicroOpMemorySubsystemBindingSeamTests.cs,72,"""The bound (seeded) MemorySubsystem should have received the EnqueueRead, "" +"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09LoadStoreMicroOpMemorySubsystemBindingSeamTests.cs,93,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09LoadStoreMicroOpMemorySubsystemBindingSeamTests.cs,104,var seededSubsystem = new MemorySubsystem(ref proc);
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09LoadStoreMicroOpMemorySubsystemBindingSeamTests.cs,114,var replacementSubsystem = new MemorySubsystem(ref proc);
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09LoadStoreMicroOpMemorySubsystemBindingSeamTests.cs,136,"""The bound (seeded) MemorySubsystem should have received the EnqueueWrite, "" +"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09MemorySubsystemBindingSeamTests.cs,10,"/// <see cref=""MemorySubsystem""/> captured at construction time, not from"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09MemorySubsystemBindingSeamTests.cs,13,/// Pattern: seed a MemorySubsystem → construct CPU_Core (captures) →
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09MemorySubsystemBindingSeamTests.cs,31,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09MemorySubsystemBindingSeamTests.cs,41,// Seed the MemorySubsystem so the core captures it
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09MemorySubsystemBindingSeamTests.cs,43,var seededSubsystem = new MemorySubsystem(ref proc);
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09MemorySubsystemBindingSeamTests.cs,55,var replacementSubsystem = new MemorySubsystem(ref proc);
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09MemorySubsystemBindingSeamTests.cs,64,"""The bound (seeded) MemorySubsystem should have been advanced by ExecutePipelineCycle, "" +"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09MemorySubsystemBindingSeamTests.cs,88,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09MemorySubsystemBindingSeamTests.cs,99,var seededSubsystem = new MemorySubsystem(ref proc);
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09MemorySubsystemBindingSeamTests.cs,112,var replacementSubsystem = new MemorySubsystem(ref proc);
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09PartialTransferAbortProofTests.cs,125,"InvalidOperationException ex = Assert.Throws<InvalidOperationException>(() => StreamEngine.Execute(ref core, in inst));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09PartialTransferAbortProofTests.cs,149,"InvalidOperationException ex = Assert.Throws<InvalidOperationException>(() => StreamEngine.Execute(ref core, in inst));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09PartialTransferAbortProofTests.cs,176,"InvalidOperationException ex = Assert.Throws<InvalidOperationException>(() => StreamEngine.Execute(ref core, in inst));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09PartialTransferAbortProofTests.cs,177,"Assert.Contains(""StreamEngine"", ex.Message, StringComparison.Ordinal);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09PartialTransferAbortProofTests.cs,210,"InvalidOperationException ex = Assert.Throws<InvalidOperationException>(() => StreamEngine.Execute(ref core, in inst));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09PartialTransferAbortProofTests.cs,211,"Assert.Contains(""StreamEngine"", ex.Message, StringComparison.Ordinal);"
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09PartialTransferAbortProofTests.cs,74,"Assert.Contains(nameof(BurstIO.BurstRead), ex.InnerException!.Message, StringComparison.Ordinal);"
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09PartialTransferAbortProofTests.cs,126,"Assert.Contains(nameof(BurstIO.BurstRead), ex.Message, StringComparison.Ordinal);"
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09PartialTransferAbortProofTests.cs,150,"Assert.Contains(nameof(BurstIO.BurstRead), ex.Message, StringComparison.Ordinal);"
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09PartialTransferAbortProofTests.cs,252,"Assert.Contains(nameof(BurstIO.BurstRead), ex.InnerException!.Message, StringComparison.Ordinal);"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09PartialTransferAbortProofTests.cs,272,Processor.Memory = new MemorySubsystem(ref proc);
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09PipelineMainMemoryBindingSeamTests.cs,20,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09PipelineMainMemoryBindingSeamTests.cs,70,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09PipelineMainMemoryBindingSeamTests.cs,117,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09ReplayTokenMainMemoryBindingSeamTests.cs,18,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09ReplayTokenMainMemoryBindingSeamTests.cs,56,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09ReplayTokenMainMemoryBindingSeamTests.cs,103,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09RetireContractClosureTests.cs,5785,"Assert.Contains(""StreamEngine.Execute"", ex.Message, StringComparison.Ordinal);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09RetireContractClosureTests.cs,5814,"Assert.Contains(""StreamEngine.Execute"", ex.Message, StringComparison.Ordinal);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09RetireContractClosureTests.cs,7711,"Assert.Contains(""StreamEngine.Execute(...)"", ex.InnerException!.Message, StringComparison.Ordinal);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09RetireContractClosureTests.cs,8025,"Assert.Contains(""StreamEngine"", ex.InnerException!.Message, StringComparison.Ordinal);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09RetireContractClosureTests.cs,8067,"Assert.Contains(""indexed StreamEngine.Execute(...)"", ex.InnerException!.Message, StringComparison.Ordinal);"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09RetireContractClosureTests.cs,160,Processor.Memory = new MemorySubsystem(ref proc);
VMX,usage,HybridCPU_ISE.Tests/tests/Phase09RetireContractClosureTests.cs,673,#if false // Retired VMCS success and VM-transition behavior; frozen VMX frontend is fail closed after task 190.
VMX,mention,HybridCPU_ISE.Tests/tests/Phase09RetireContractClosureTests.cs,3466,"Assert.Equal(RetireWindowCaptureEffectKind.Vmx, transaction.TypedEffectKind);"
VMX,mention,HybridCPU_ISE.Tests/tests/Phase09RetireContractClosureTests.cs,3516,"Assert.Equal(RetireWindowCaptureEffectKind.Vmx, transaction.TypedEffectKind);"
VMX,mention,HybridCPU_ISE.Tests/tests/Phase09RetireContractClosureTests.cs,3557,"Assert.Equal(RetireWindowCaptureEffectKind.Vmx, transaction.TypedEffectKind);"
VMX,mention,HybridCPU_ISE.Tests/tests/Phase09RetireContractClosureTests.cs,3610,"Assert.Equal(RetireWindowCaptureEffectKind.Vmx, transaction.TypedEffectKind);"
VMX,mention,HybridCPU_ISE.Tests/tests/Phase09RetireContractClosureTests.cs,3661,"Assert.Equal(RetireWindowCaptureEffectKind.Vmx, transaction.TypedEffectKind);"
VMX,mention,HybridCPU_ISE.Tests/tests/Phase09RetireContractClosureTests.cs,3712,"Assert.Equal(RetireWindowCaptureEffectKind.Vmx, transaction.TypedEffectKind);"
VMX,mention,HybridCPU_ISE.Tests/tests/Phase09RetireContractClosureTests.cs,3759,"Assert.Equal(RetireWindowCaptureEffectKind.Vmx, transaction.TypedEffectKind);"
VMX,mention,HybridCPU_ISE.Tests/tests/Phase09RetireContractClosureTests.cs,3813,"Assert.Equal(RetireWindowCaptureEffectKind.Vmx, transaction.TypedEffectKind);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,195,"() => StreamEngine.Execute(ref core, in inst));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,217,"() => StreamEngine.Execute(ref core, in inst));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,251,"() => StreamEngine.Execute(ref core, in inst));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,539,"StreamEngine.Execute(ref core, in inst);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,618,"StreamEngine.Execute(ref core, in inst);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,663,"StreamEngine.Execute(ref core, in inst);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,692,"StreamEngine.Execute(ref core, in inst);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,722,"StreamEngine.Execute(ref core, in inst);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,762,"() => StreamEngine.Execute(ref core, in inst));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,804,"StreamEngine.Execute(ref rawCore, in inst);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,843,"StreamEngine.Execute(ref core, in inst);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,874,"StreamEngine.Execute(ref core, in inst);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,903,"StreamEngine.Execute(ref core, in inst);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,927,"() => StreamEngine.Execute(ref core, in inst));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,960,"() => StreamEngine.Execute(ref core, in inst));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,979,"() => StreamEngine.Execute(ref core, in inst));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,1000,"() => StreamEngine.Execute(ref core, in inst));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,1019,"() => StreamEngine.Execute(ref core, in inst));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,1051,"() => StreamEngine.Execute(ref core, in inst));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,1053,"Assert.Contains(""indexed StreamEngine.Execute(...)"", ex.Message, StringComparison.Ordinal);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,1110,"() => StreamEngine.Execute(ref core, in inst));"
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,1066,() => BurstIO.BurstRead2D(
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,1075,"Assert.Contains(nameof(BurstIO.BurstRead2D), ex.Message, StringComparison.Ordinal);"
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,1085,() => BurstIO.BurstWrite2D(
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,1094,"Assert.Contains(nameof(BurstIO.BurstWrite2D), ex.Message, StringComparison.Ordinal);"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineDeferredParityTests.cs,119,Processor.Memory = new MemorySubsystem(ref proc);
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,10,"/// Proves that <see cref=""BurstIO""/> and <see cref=""StreamEngine""/> methods"
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,10,"/// Proves that <see cref=""BurstIO""/> and <see cref=""StreamEngine""/> methods"
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,15,/// call BurstIO.BurstRead/BurstWrite with the seeded subsystem →
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,53,ulong read = BurstIO.BurstRead(
BurstIO,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,96,ulong written = BurstIO.BurstWrite(
StreamRegisterFile,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,131,// return true since there's no StreamRegisterFile to check
StreamRegisterFile,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,136,// (no StreamRegisterFile = allocation always allowed)
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,11,"/// route through the explicitly-passed <see cref=""MemorySubsystem""/> parameter"
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,14,/// Pattern: seed MemorySubsystem → swap global to replacement →
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,29,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,45,var seededSubsystem = new MemorySubsystem(ref proc);
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,48,var replacementSubsystem = new MemorySubsystem(ref proc);
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,77,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,88,var seededSubsystem = new MemorySubsystem(ref proc);
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,91,var replacementSubsystem = new MemorySubsystem(ref proc);
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,118,MemorySubsystem? originalMemorySubsystem = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/tests/Phase09StreamEngineMemorySubsystemBindingSeamTests.cs,124,var globalSubsystem = new MemorySubsystem(ref proc);
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamIngressWarmupTests.cs,48,"StreamEngine.Execute(ref core, in inst);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamIngressWarmupTests.cs,81,Assert.True(StreamEngine.ScheduleLane6AssistPrefetch(
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamIngressWarmupTests.cs,149,"() => StreamEngine.Execute(ref core, in inst));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamIngressWarmupTests.cs,203,"() => StreamEngine.Execute(ref core, in inst));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamIngressWarmupTests.cs,221,Assert.True(StreamEngine.ScheduleLane6AssistPrefetch(
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamIngressWarmupTests.cs,260,Assert.False(StreamEngine.ScheduleLane6AssistPrefetch(
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamIngressWarmupTests.cs,287,"Assert.Equal(32u, StreamEngine.ResolveSrfResidentChunkBudget(sizeof(ulong), requestedElements));"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/Phase09StreamIngressWarmupTests.cs,288,Assert.False(StreamEngine.ScheduleLane6AssistPrefetch(
